person_label_id,person_id,english_label,hebrew_label,hebrew_label_transliterated,hebrew_label_meaning,hebrew_strongs_number,greek_label,greek_label_transliterated,greek_label_meaning,greek_strongs_number,label_reference_id,label_type,label-given_by_god,label_notes,person_label_count,label_sequence
Mattaniah_7_1,Mattaniah_7,Mattaniah,מַתַּנְיָה,matanəyah,gift of Yahweh,H4983,Μαθανια,Mathania,,none,EZR 10:30,proper name,,,1,2616
Bezalel_2_1,Bezalel_2,Bezalel,בְּצַלְאֵ֛ל,bətsaləel,in the shadow of G-d [El],H1212,Βεσεληλ,Beselēl,,none,EZR 10:30,proper name,,,1,2617
Binnui_2_1,Binnui_2,Binnui,בִּנּוּי,binuy,son,H1131,Βανουι,Banoui,,none,EZR 10:30,proper name,,,1,2618
Manasseh_4_1,Manasseh_4,Manasseh,מְנַשֶּׁה,mənaseh,one that makes to forget,H4519,Μανασση,Manassē,,none,EZR 10:30,proper name,,,1,2619
Eliezer_8_1,Eliezer_8,Eliezer,אֱלִיעֶֽזֶר,eliyezer,G-d is my help,H461,Ελιεζερ,Eliezer,,G1663,EZR 10:31,proper name,,,1,2620
Isshijah_1_1,Isshijah_1,Isshijah,יִשִּׁיָּה,yishiyah,Yahweh forgets,H3449,Ιεσσια,Iessia,,none,EZR 10:31,proper name,,,1,2621
Malchijah_6_1,Malchijah_6,Malchijah,מַלְכִּיָּה,maləkiyah,Yahweh is [my] king,H4441,Μελχια,Melxia,,none,EZR 10:31,proper name,,,1,2622
Shemaiah_16_1,Shemaiah_16,Shemaiah,שְׁמַעְיָה,shəmaəyah,Yahweh hears,H8098,Σαμαια,Samaia,,none,EZR 10:31,proper name,,,1,2623
Shimeon_1_1,Shimeon_1,Shimeon,שִׁמְעֽוֹן,shiməeon,he has heard or obedient one,H8095,Σεμεων,Semeōn,,none,EZR 10:31,proper name,,,1,2624
Benjamin_3_1,Benjamin_3,Benjamin,בְּנְיָמִן,bənəyamin,son of [the] right hand; southerner,H1144,Βενιαμιν,Beniamin,,G958,EZR 10:32,proper name,,,1,2625
Malluch_3_1,Malluch_3,Malluch,מַלּוּךְ,malukh,counselor; king,H4409,Μαλουχ,Maloux,,none,EZR 10:32,proper name,,,1,2626
Shemariah_3_1,Shemariah_3,Shemariah,שְׁמַרְיָה,shəmarəyah,"Yahweh guards, preserves",H8114,Σαμαρια,Samaria,,none,EZR 10:32,proper name,,,1,2627
Mattenai_1_1,Mattenai_1,Mattenai,מַתְּנַי,matənay,gift,H4982,Μαθανι,Mathani,,none,EZR 10:33,proper name,,,1,2628
Mattattah_1_1,Mattattah_1,Mattattah,מַתַּתָּה,matatah,gift,H4992,Μαθαθα,Mathatha,,none,EZR 10:33,proper name,,,1,2629
Zabad_5_1,Zabad_5,Zabad,זָבַד,zavad,he bestows,H2066,Ζαβεδ,Zabed,,none,EZR 10:33,proper name,,,1,2630
Eliphelet_6_1,Eliphelet_6,Eliphelet,אֱלִיפֶלֶט,eliyfelet,G-d [El] is [my] deliverance,H467,Ελιφαλεθ,Eliphaleth,,none,EZR 10:33,proper name,,,1,2631
Jeremai_1_1,Jeremai_1,Jeremai,יְרֵמַי,yəremay,[poss.] fat,H3413,Ιεραμι,Ierami,,none,EZR 10:33,proper name,,,1,2632
Manasseh_5_1,Manasseh_5,Manasseh,מְנַשֶּׁה,mənaseh,one that makes to forget,H4519,Μανασση,Manassē,,none,EZR 10:33,proper name,,,1,2633
Shimei_15_1,Shimei_15,Shimei,שִׁמְעִי,shiməiy,Yahweh has heard' or 'famous',H8096,Σεμεϊ,Semeï,,G4584,EZR 10:33,proper name,,,1,2634
Maadai_1_1,Maadai_1,Maadai,מַעֲדַי,maəday,ornaments,H4572,Μοοδι,Moodi,,none,EZR 10:34,proper name,,,1,2635
Amram_2_1,Amram_2,Amram,עַמְרָ֣ם,aməram,exalted people,H6019,Αμραμ,Amram,,none,EZR 10:34,proper name,,,1,2636
Uel_1_1,Uel_1,Uel,אוּאֵל,uel,[poss.] will of G-d [El],H177,Ουηλ,Ouēl,,none,EZR 10:34,proper name,,,1,2637
Benaiah_9_1,Benaiah_9,Benaiah,בְּנָיָה,bənayah,Yahweh has built,H1141,Βαναια,Banaia,,none,EZR 10:35,proper name,,,1,2638
Bedeiah_1_1,Bedeiah_1,Bedeiah,בֵּדְיָה,bedəyah,servant of Yahweh,H912,Βαδαια,Badaia,,none,EZR 10:35,proper name,,,1,2639
Cheluhi_1_1,Cheluhi_1,Cheluhi,כְּלֻהִי,kəluhiy,,H3622,Χελια,Xelia,,none,EZR 10:35,proper name,,,1,2640
Vaniah_1_1,Vaniah_1,Vaniah,וַנְיָה,vanəyah,[poss.] worthy of love,H2057,Ουιεχωα,Ouiexōa,,none,EZR 10:36,proper name,,,1,2641
Meremoth_2_1,Meremoth_2,Meremoth,מְרֵמוֹת,məremot,elevations,H4822,Ιεραμωθ,Ieramōth,,none,EZR 10:36,proper name,,,1,2642
Eliashib_6_1,Eliashib_6,Eliashib,אֶלְיָשִׁיב,eləyashiyv,G-d [El] restores,H475,Ελιασιβ,Eliasib,,none,EZR 10:36,proper name,,,1,2643
Mattaniah_8_1,Mattaniah_8,Mattaniah,מַתַּנְיָה,matanəyah,gift of Yahweh,H4983,Μαθανια,Mathania,,none,EZR 10:37,proper name,,,1,2644
Mattenai_2_1,Mattenai_2,Mattenai,מַתְּנַי,matənay,gift,H4982,Μαθαναι,Mathanai,,none,EZR 10:37,proper name,,,1,2645
Jaasu_1_1,Jaasu_1,Jaasu,יַעֲשׂוּ,yaasu,,H3299,[none],,,,EZR 10:37,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,2646
Bani_5_1,Bani_5,Bani,בָּנִי,baniy,descendant,H1137,[none],,,,EZR 10:38,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,2647
Binnui_3_1,Binnui_3,Binnui,בִּנּוּי,binuy,son,H1131,Βανουι,Banoui,,none,EZR 10:38,proper name,,,1,2648
Shimei_16_1,Shimei_16,Shimei,שִׁמְעִי,shiməiy,Yahweh has heard' or 'famous',H8096,Σεμεϊ,Semeï,,G4584,EZR 10:38,proper name,,,1,2649
Shelemiah_1_1,Shelemiah_1,Shelemiah,שֶׁלֶמְיָה,sheleməyah,Yahweh pays back [poss.] he restores peace offering of Yahweh,H8018,Σελεμια,Selemia,,none,EZR 10:39,proper name,,,1,2650
Nathan_8_1,Nathan_8,Nathan,נָתָן,natan,gift,H5416,Ναθαν,Nathan,,G3481,EZR 10:39,proper name,,,1,2651
Adaiah_7_1,Adaiah_7,Adaiah,עֲדָיָה,adayah,adornment of Yahweh,H5718,Αδαια,Adaia,,none,EZR 10:39,proper name,,,1,2652
Machnadebai_1_1,Machnadebai_1,Machnadebai,מַכְנַדְבַי,makhənadəvau,[poss.] possession of Nebo,H4367,Μαχναδαβου,Maxnadabou,,none,EZR 10:40,proper name,,,1,2653
Shashai_1_1,Shashai_1,Shashai,שָׁשַׁי,shashay,noble,H8343,Σεσι,Sesi,,none,EZR 10:40,proper name,,,1,2654
Sharai_1_1,Sharai_1,Sharai,שָׁרַי,sharay,,H8298,Σαρου,Sarou,,none,EZR 10:40,proper name,,,1,2655
Azarel_3_1,Azarel_3,Azarel,עֲזַרְאֵל,azarəel,G-d [El] has helped,H5832,Εζερηλ,Ezerēl,,none,EZR 10:41,proper name,,,1,2656
Shelemiah_2_1,Shelemiah_2,Shelemiah,שֶׁלֶמְיָהוּ,sheleməyahu,Yahweh pays back [poss.] he restores peace offering of Yahweh,H8018,Σελεμια,Selemia,,none,EZR 10:41,proper name,,,1,2657
Shemariah_4_1,Shemariah_4,Shemariah,שְׁמַרְיָה,shəmarəyah,"Yahweh guards, preserves",H8114,Σαμαρια,Samaria,,none,EZR 10:41,proper name,,,1,2658
Shallum_10_1,Shallum_10,Shallum,שַׁלּוּם,shalum,"peace, well-being, prosperity",H7967,Σαλουμ,Saloum,,none,EZR 10:42,proper name,,,1,2659
Amariah_5_1,Amariah_5,Amariah,אֲמַרְיָה,amarəyah,Yahweh has said,H568,Αμαρια,Amaria,,none,EZR 10:42,proper name,,,1,2660
Joseph_4_1,Joseph_4,Joseph,יוֹסֵ֖ף,yosef,he will add,H3130,Ιωσηφ,Iōsēph,,G2501,EZR 10:42,proper name,,,1,2661
Jeiel_8_1,Jeiel_8,Jeiel,יְעִיאֵל,yəiyel,G-d [El] has preserved; [poss.] G-d [El] sweeps up,H3273,Ιιηλ,Iiēl,,none,EZR 10:43,proper name,,,1,2662
Mattithiah_4_1,Mattithiah_4,Mattithiah,מַתִּתְיָה,matitəyah,gift of Yahweh,H4993,Μαθαθια,Mathathia,,none,EZR 10:43,proper name,,,1,2663
Zabad_6_1,Zabad_6,Zabad,זָבַד,zavad,he bestows,H2066,Σεδεμ,Sedem,,none,EZR 10:43,proper name,,,1,2664
Zebina_1_1,Zebina_1,Zebina,זְבִינָא,zəviyna,"one bought, purchased",H2081,Ζαμβινα,Zambina,,none,EZR 10:43,proper name,,,1,2665
Jaddai_1_1,Jaddai_1,Jaddai,יַדַּו,yadav,,H3035,Ιαδαι,Iadai,,none,EZR 10:43,proper name,,,1,2666
Joel_9_1,Joel_9,Joel,יוֹאֵ֔ל,yoel,Yahweh is G-d [El],H3100,Ιωηλ,Iōēl,,G2493,EZR 10:43,proper name,,,1,2667
Benaiah_10_1,Benaiah_10,Benaiah,בְּנָיָה,bənayah,Yahweh has built,H1141,Βαναια,Banaia,,none,EZR 10:43,proper name,,,1,2668
Artaxerxes_1_5,Artaxerxes_1,King of Babylon,מֶֽלֶךְ־בָּבֶ֛ל,melekh bavel,king of Babel,"H4428, H894",βασιλεὺς Βαβυλῶνος,basileùs Babylō̂nos,,"G935, G897",EZR 13:6,title,,,5,2669
Hacaliah_1_1,Hacaliah_1,Hacaliah,חֲכַלְיָה,chakhaləyah,dark,H2446,Αχαλια,Axalia,,none,NEH 1:1,proper name,,,1,2670
Hanani_4_1,Hanani_4,Hanani,חֲנָנִי,chananiy,gracious,H2607,Ανανι,Anani,,none,NEH 1:2,proper name,,,1,2671
G-d_1_51,G-d_1,Great and Awesome G-d,הָאֵל הַגָּדוֹל וְהַנּוֹרָא,hael hagadol  vəhanora,the god the great and the awesome,"H410, H1419, H3372",ὁ ἰσχυρὸς ὁ μέγας καὶ ὁ φοβερός,o̔ i̓skhuròs o̔ mégas kaì o̔ phoberós,"the mighty, the great, and the fear-inducing (?)","G3588, G2478, G3588, G3173, G2352, G3588, G5398",NEH 1:5,title,Y,,51,2672
Asaph_4_1,Asaph_4,Asaph,אָסָף,asaf,gatherer,H623,Ασαφ,Asaph,,G760,NEH 2:8,proper name,,,1,2673
Sanballat_1_1,Sanballat_1,Sanballat,סַנְבַלַּט,sanəvalat,Sin has given life,H5571,Σαναβαλλατ,Sanaballat,,none,NEH 2:10,proper name,,,1,2674
Tobiah_2_1,Tobiah_2,Tobiah,טוֹבִיָּה,toviyah,Yahweh is good,H2900,Τωβια,Tōbia,,none,NEH 2:10,proper name,,,1,2675
Geshem_1_1,Geshem_1,Geshem,גֶּשֶׁם,geshem,rain shower,H1654,Γησαμ,Gēsam,,none,NEH 2:19,proper name,,,1,2676
Eliashib_7_1,Eliashib_7,Eliashib,אֶלְיָשִׁיב,eləyashiyv,G-d [El] restores,H475,Ελισουβ,Elisoub,,none,NEH 3:1,proper name,,,1,2677
Zaccur_5_1,Zaccur_5,Zaccur,זַכּֽוּר,zakəur,remembering,H2139,Ζακχουρ,Zakxour,,none,NEH 3:2,proper name,,,1,2678
Imri_2_1,Imri_2,Imri,אִמְרִי,iməriy,Yahweh spoke,H566,Αμαρι,Amari,,none,NEH 3:2,proper name,,,1,2679
Hassenaah_1_1,Hassenaah_1,Hassenaah,הַסְנָאָה,hasənaa,hated one,H5570,Ασανα,Asana,,none,NEH 3:3,proper name,,,1,2680
Hakkoz_2_1,Hakkoz_2,Hakkoz,הַקּוֹץ,haqots,the thorn,H6976,Ακως,Akōs,,none,NEH 3:4,proper name,,,1,2681
Meshullam_11_1,Meshullam_11,Meshullam,מְשֻׁלָּם,məshulam,restitution,H4918,Μοσολλαμ,Mosollam,,none,NEH 3:4,proper name,,,1,2682
Berechiah_5_1,Berechiah_5,Berechiah,בֶּרֶכְיָה,berekhəyah,Yahweh blesses,H1296,Βαραχιου,Baraxiou,,G914,NEH 3:4,proper name,,,1,2683
Meshezabel_1_1,Meshezabel_1,Meshezabel,מְשֵׁיזַבְאֵל,məsheyzavəel,G-d [El] delivers,H4898,Μασεζεβηλ,Masezebēl,,none,NEH 3:4,proper name,,,1,2684
Zadok_4_1,Zadok_4,Zadok,צָדוֹק,tsadoq,righteous one,H6659,Σαδωκ,Sadōk,,G4524,NEH 3:4,proper name,,,1,2685
Baana_3_1,Baana_3,Baana,בַּעֲנָא,baana,son of affliction,H1195,Βαανα,Baana,,none,NEH 3:4,proper name,,,1,2686
Joiada_1_1,Joiada_1,Joiada,יוֹיָדָע,yoyada,Yahweh knows,H3111,Ιοϊδα,Ioïda,,none,NEH 3:6,proper name,,,1,2687
Paseah_3_1,Paseah_3,Paseah,פָּסֵחַ,paseach,hobbling one,H6454,Φασεκ,PHasek,,none,NEH 3:6,proper name,,,1,2688
Meshullam_12_1,Meshullam_12,Meshullam,מְשֻׁלָּם,məshulam,restitution,H4918,Μεσουλαμ,Mesoulam,,none,NEH 3:6,proper name,,,1,2689
Besodeiah_1_1,Besodeiah_1,Besodeiah,בְּסוֹדְיָה,bəsodəyah,in secret council of Yahweh,H1152,Βασωδια,Basōdia,,none,NEH 3:6,proper name,,,1,2690
Melatiah_1_1,Melatiah_1,Melatiah,מְלַטְיָה,məlatəyah,Yahweh sets free,H4424,[none],,,,NEH 3:7,proper name,,This verse is missing from Rahlfs' Septuaginta.,1,2691
Jadon_1_1,Jadon_1,Jadon,יָדוֹן,yadon,frail one or Yahweh rules,H3036,[none],,,,NEH 3:7,proper name,,This verse is missing from Rahlfs' Septuaginta.,1,2692
Uzziel_6_1,Uzziel_6,Uzziel,עֻזִּיאֵל,uziyel,G-d [El] is [my] strength,H5816,[none],,,,NEH 3:8,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,2693
Harhaiah_1_1,Harhaiah_1,Harhaiah,חַרְהֲיָה,charəhayah,,H2736,[none],,,,NEH 3:8,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,2694
Hananiah_6_1,Hananiah_6,Hananiah,חֲנַנְיָה,chananəyah,Yahweh is gracious,H2608,Ανανιας,Ananias,,G367,NEH 3:8,proper name,,,1,2695
Rephaiah_4_1,Rephaiah_4,Rephaiah,רְפָיָה,rəfayah,Yahweh heals,H7509,Ραφαια,Raphaia,,none,NEH 3:9,proper name,,,1,2696
Hur_3_1,Hur_3,Hur,חוּר,hur,[perhaps] child,H2354,[none],,,,NEH 3:9,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,2697
Jedaiah_4_1,Jedaiah_4,Jedaiah,יְדָיָה,yədayah,Yahweh has favored or Yahweh knows,H3042,Ιεδια,Iedia,,none,NEH 3:10,proper name,,,1,2698
Harumaph_1_1,Harumaph_1,Harumaph,חֲרוּמַף,charumaf,disfigured nose,H2739,Ερωμαφ,Erōmaph,,none,NEH 3:10,proper name,,,1,2699
Hattush_2_1,Hattush_2,Hattush,חַטּוּשׁ,chatush,,H2407,Ατους,Atous,,none,NEH 3:10,proper name,,,1,2700
Hashabneiah_1_1,Hashabneiah_1,Hashabneiah,חֲשַׁבְנְיָה,chashavənəyah,[prob.] Yahweh has considered me,H2813,Ασβανια,Asbania,,none,NEH 3:10,proper name,,,1,2701
Malchijah_7_1,Malchijah_7,Malchijah,מַלְכִּיָּה,maləkiyah,Yahweh is [my] king,H4441,Μελχιας,Melxias,,none,NEH 3:11,proper name,,,1,2702
Harim_4_1,Harim_4,Harim,חָרִם,charim,consecrated [to Yahweh],H2766,Ηραμ,Ēram,,none,NEH 3:11,proper name,,,1,2703
Hasshub_2_1,Hasshub_2,Hasshub,חַשּׁוּב,chashuv,considerate,H2815,Ασουβ,Asoub,,none,NEH 3:11,proper name,,,1,2704
Shallum_11_1,Shallum_11,Shallum,שַׁלּוּם,shalum,"peace, well-being, prosperity",H7967,Σαλουμ,Saloum,,none,NEH 3:12,proper name,,,1,2705
Hallohesh_1_1,Hallohesh_1,Hallohesh,הַלּוֹחֵשׁ,halochesh,the whisperer,H3873,Αλλωης,Allōēs,,none,NEH 3:12,proper name,,,1,2706
Hanun_2_1,Hanun_2,Hanun,חָנוּן,chanun,favored,H2586,Ανουν,Anoun,,none,NEH 3:13,proper name,,,1,2707
Malchijah_8_1,Malchijah_8,Malchijah,מַלְכִּיָּה,maləkiyah,Yahweh is [my] king,H4441,Μελχια,Melxia,,none,NEH 3:14,proper name,,,1,2708
Rechab_3_1,Rechab_3,Rechab,רֵכָב,rekhav,"[prob.] rider or horseman [from to ride, mount]",H7394,Ρηχαβ,Rēxab,,none,NEH 3:14,proper name,,,1,2709
Shallum_12_1,Shallum_12,Shallum,שַׁלּ֣וּן,shalun,recompense,H7968,[none],,,,NEH 3:15,proper name,,The English is translated as Shallum [with an M] but the Hebrew is Shallun [with an N].  This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,2710
Col-hozeh_1_1,Col-hozeh_1,Col-hozeh,כָּל-חֹזֶה,kal-chozeh,every seer,H3626,[none],,,,NEH 3:15,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,1,2711
Nehemiah_2_1,Nehemiah_2,Nehemiah,נְחֶמְיָה,necheməyah,Yahweh has comforted,H5166,Νεεμιας,Neemias,,none,NEH 3:16,proper name,,,1,2712
Azbuk_1_1,Azbuk_1,Azbuk,עַזְבּוּק,azəbuq,,H5802,Αζαβουχ,Azaboux,,none,NEH 3:16,proper name,,,1,2713
Rehum_3_1,Rehum_3,Rehum,רְחוּם,rəchum,[he] is compassionate,H7348,Ραουμ,Raoum,,none,NEH 3:17,proper name,,,1,2714
Bani_6_1,Bani_6,Bani,בָּנִי,baniy,descendant,H1137,Βανι,Bani,,none,NEH 3:17,proper name,,,1,2715
Hashabiah_5_1,Hashabiah_5,Hashabiah,חֲשַׁבְיָה,chashavəyah,Yahweh has reckoned,H2811,Ασαβια,Asabia,,none,NEH 3:17,proper name,,,1,2716
Bavvai_1_1,Bavvai_1,Bavvai,בַּוַּי,bauay,,H942,Βενι,Beni,,none,NEH 3:18,proper name,,,1,2717
Henadad_1_1,Henadad_1,Henadad,חֵנָדָד,chenadad,favor of Hadad,H2582,Ηναδαδ,Ēnadad,,none,NEH 3:18,proper name,,,1,2718
Ezer_5_1,Ezer_5,Ezer,עֵזֶר,ezer,help,H5827,Αζουρ,Azour,,none,NEH 3:19,proper name,,,1,2719
Jeshua_6_1,Jeshua_6,Jeshua,יֵשׁוּעַ,yeshua,Yahweh saves,H3442,Ἰησοῦ,Iēsoû,,G2424,NEH 3:19,proper name,,,1,2720
Baruch_1_1,Baruch_1,Baruch,בָּרוּךְ,barukh,be blessed,H1263,Βαρουχ,Baroux,,none,NEH 3:20,proper name,,,1,2721
Zabbai_2_1,Zabbai_2,Zabbai,זַבַּי,zabay,[perhaps] G-d has given,H2079,Ζαβου,Zabou,,none,NEH 3:20,proper name,,,1,2722
Benjamin_4_1,Benjamin_4,Benjamin,בִנְיָמִֽין,binəyamiyn,son of [the] right hand; southerner,H1144,Βενιαμιν,Beniamin,,G958,NEH 3:23,proper name,,,1,2723
Hasshub_3_1,Hasshub_3,Hasshub,חַשּׁוּב,chashuv,considerate,H2815,Ασουβ,Asoub,,none,NEH 3:23,proper name,,,1,2724
Azariah_16_1,Azariah_16,Azariah,עֲזַרְיָה,azarəyah,Yahweh has helped,H5838,Αζαρια,Azaria,,none,NEH 3:23,proper name,,,1,2725
Maaseiah_9_1,Maaseiah_9,Maaseiah,מַעֲשֵׂיָה,maəseyah,Yahweh is a refuge,H4641,Μαασηα,Maasēa,,none,NEH 3:23,proper name,,,1,2726
Ananiah_1_1,Ananiah_1,Ananiah,עֲנָנְיָה,ananəyah,Yahweh is a covering,H6055,Ανανια,Anania,,none,NEH 3:23,proper name,,,1,2727
Binnui_4_1,Binnui_4,Binnui,בִּנּוּי,binuy,son,H1131,Βανι,Bani,,none,NEH 3:24,proper name,,,1,2728
Henadad_2_1,Henadad_2,Henadad,חֵנָדָד,chenadad,favor of Hadad,H2582,Ηναδαδ,Ēnadad,,none,NEH 3:24,proper name,,,1,2729
Palal_1_1,Palal_1,Palal,פָּלָל,palal,he has judged,H6420,Φαλαλ,PHalal,,none,NEH 3:25,proper name,,,1,2730
Uzai_1_1,Uzai_1,Uzai,אוּזַי,uzay,"Yahweh has given ear, listened",H186,Ευζαι,Euzai,,none,NEH 3:25,proper name,,,1,2731
Pedaiah_4_1,Pedaiah_4,Pedaiah,פְּדָיָה,pədayah,Yahweh ransoms,H6305,Φαδαια,PHadaia,,none,NEH 3:25,proper name,,,1,2732
Parosh_2_1,Parosh_2,Parosh,פַּרְעֹשׁ,parəosh,flea,H6551,Φορος,PHoros,,none,NEH 3:25,proper name,,,1,2733
Zadok_5_1,Zadok_5,Zadok,צָדוֹק,tsadoq,righteous one,H6659,Σαδδουκ,Saddouk,,G4523,NEH 3:29,proper name,,,1,2734
Immer_3_1,Immer_3,Immer,אִמֵּר,imer,lamb,H564,Εμμηρ,Emmēr,,none,NEH 3:29,proper name,,,1,2735
Shemaiah_17_1,Shemaiah_17,Shemaiah,שְׁמַעְיָה,shəmaəyah,Yahweh hears,H8098,Σαμαια,Samaia,,none,NEH 3:29,proper name,,,1,2736
Shecaniah_6_1,Shecaniah_6,Shecaniah,שְׁכַנְיָה,shəkhanəyah,Yahweh has taken up his abode,H7935,Σεχενια,Sexenia,,none,NEH 3:29,proper name,,,1,2737
Hananiah_7_1,Hananiah_7,Hananiah,חֲנַנְיָה,chananəyah,Yahweh is gracious,H2608,Ανανια,Anania,,none,NEH 3:30,proper name,,,1,2738
Shelemiah_3_1,Shelemiah_3,Shelemiah,שֶׁלֶמְיָה,sheleməyah,Yahweh pays back [poss.] he restores peace offering of Yahweh,H8018,Σελεμια,Selemia,,none,NEH 3:30,proper name,,,1,2739
Hanun_3_1,Hanun_3,Hanun,חָנוּן,chanun,favored,H2586,Ανουμ,Anoum,,none,NEH 3:30,proper name,,,1,2740
Zalaph_1_1,Zalaph_1,Zalaph,צָלָף,tsalaf,"low, prickly shrub [caper plant]",H6764,Σελεφ,Seleph,,none,NEH 3:30,proper name,,,1,2741
Malchijah_9_1,Malchijah_9,Malchijah,מַלְכִּיָּה,maləkiyah,Yahweh is [my] king,H4441,Μελχια,Melxia,,none,NEH 3:31,proper name,,,1,2742
Geshem_1_2,Geshem_1,Gashmu,גַּשְׁמוּ,gashəmu,rain shower,H1654,[none],,,,NEH 6:6,proper name,,This name is not present in the equivalent passage in Rahlfs' Septuaginta.,2,2743
Shemaiah_18_1,Shemaiah_18,Shemaiah,שְׁמַעְיָה,shəmaəyah,Yahweh hears,H8098,Σεμεϊ,Semeï,,none,NEH 6:10,proper name,,,1,2744
Delaiah_4_1,Delaiah_4,Delaiah,דְּלָיָה,dəlayah,Yahweh draws up [like water in a bucket],H1806,Δαλαια,Dalaia,,none,NEH 6:10,proper name,,,1,2745
Mehetabel_2_1,Mehetabel_2,Mehetabel,מְהֵֽיטַבְאֵל֙,məhaytavəel,G-d [El] does good,H4105,Μεηταβηλ,Meētabēl,,none,NEH 6:10,proper name,,,1,2746
Noadiah_2_1,Noadiah_2,Noadiah,נוֹעַדְיָה,noadəyah,meet with Yahweh,H5129,Νωαδια,Nōadia,,none,NEH 6:14,proper name,,,1,2747
Shecaniah_7_1,Shecaniah_7,Shecaniah,שְׁכַנְיָה,shəkhanəyah,Yahweh has taken up his abode,H7935,Σεχενια,Sexenia,,none,NEH 6:18,proper name,,,1,2748
Arah_3_1,Arah_3,Arah,אָרַח,arach,he wanders,H733,Ηραε,Ērae,,none,NEH 6:18,proper name,,,1,2749
Jehohanan_3_1,Jehohanan_3,Jehohanan,יְהוֹחָנָן,yəhochanan,Yahweh has been gracious,H3076,Ιωαναν,Iōanan,,G2490a,NEH 6:18,proper name,,,1,2750
Hananiah_8_1,Hananiah_8,Hananiah,חֲנַנְיָה,chananəyah,Yahweh is gracious,H2608,Ανανια,Anania,,none,NEH 7:2,proper name,,,1,2751
Seraiah_6_2,Seraiah_6,Azariah,עֲזַרְיָה,azarəiyah,Yahweh has helped,H5838,Αζαρια,Azaria,,none,NEH 7:7,proper name,,,2,2752
Reelaiah_1_2,Reelaiah_1,Raamiah,רַעַמְיָה,raaməyah,Yahweh has thundered,H7485,Δαεμια,Daemia,,none,NEH 7:7,proper name,,,2,2753
Nahamani_1_1,Nahamani_1,Nahamani,נַחֲמָנִי,nachamanaiy,Yahweh has consoled,H5167,Ναεμανι,Naemani,,none,NEH 7:7,proper name,,,1,2754
Mispar_1_2,Mispar_1,Mispereth,מִסְפֶּרֶת,misəperet,,H4559,Μασφαραθ,Maspharath,,none,NEH 7:7,proper name,,,2,2755
Rehum_1_2,Rehum_1,Nehum,נְחוּם,nəchum,comfort,H5149,Ναουμ,Naoum,,none,NEH 7:7,proper name,,,2,2756
Bani_4_2,Bani_4,Binnui,בִּנּוּי,binuy,son,H1131,Βανουι,Banoui,,none,NEH 7:15,proper name,,,2,2757
Jorah_1_2,Jorah_1,Hariph,חָרִיף,chariyf,one born at harvest time,H2756,Αριφ,Ariph,,none,NEH 7:24,proper name,,,2,2758
Gibbar_1_2,Gibbar_1,Gibeon,גִבְע֖וֹן,,,H1391,Γαβαων,Gabaōn,,none,NEH 7:25,proper name,,,2,2759
Hodaviah_5_3,Hodaviah_5,Hodevah,הוֹדְוָה,hodəvah,give thanks to Yahweh,H1937,Ουδουια,Oudouia,,none,NEH 7:43,proper name,,,3,2760
Siaha_1_2,Siaha_1,Sia,סִיעָא,siya,assembly,H5517,Σουια,Souia,,none,NEH 7:47,proper name,,,2,2761
Lebanah_1_2,Lebanah_1,Lebana,לְבָנָה,ləvanah,,H3838,Λαβανα,Labana,,none,NEH 7:48,proper name,,,2,2762
Hagabah_1_2,Hagabah_1,Hagaba,חֲגָבָה,hagavah,locust,H2286,Αγαβα,Agaba,,none,NEH 7:48,proper name,,,2,2763
Nephisim_1_2,Nephisim_1,Nephushesim,נְפוּשְׁסִים,nəfushəsiym,,H5300,Νεφωσασιμ,Nephōsasim,,none,NEH 7:52,proper name,,,2,2764
Bazluth_1_2,Bazluth_1,Bazlith,בַּצְלִית,batzəliyt,,H1213,Βασαλωθ,Basalōth,,none,NEH 7:54,proper name,,,2,2765
Hassophereth_1_2,Hassophereth_1,Sophereth,סֹפֶרֶת,soferet,(office of) scribes,H5618,Σαφαραθ,Sapharath,,none,NEH 7:57,proper name,,,2,2766
Peruda_1_2,Peruda_1,Perida,פְרִידָא,pəriyda,"single, unique",H6514,Φεριδα,PHerida,,none,NEH 7:57,proper name,,,2,2767
Jaalah_1_2,Jaalah_1,Jaala,יַעֲלָא,yaala,,H3279,Ιεαλη,Iealē,,none,NEH 7:58,proper name,,,2,2768
Ami_1_2,Ami_1,Amon,אָמוֹן,amon,"trustworthy, reliable, faithful",H526,Ημιμ,Ēmim,,none,NEH 7:59,proper name,,,2,2769
Habaiah_1_2,Habaiah_1,Hobaiah,חֳבַיָּה,chavayah,Yahweh has hidden,H2252,Εβια,Ebia,,none,NEH 7:63,proper name,,,2,2770
Mattithiah_5_1,Mattithiah_5,Mattithiah,מַתִּתְיָה,matitəyah,gift of Yahweh,H4993,Ματταθιας,Mattathias,,G3161,NEH 8:4,proper name,,,1,2771
