person_label_id,person_id,english_label,hebrew_label,hebrew_label_transliterated,hebrew_label_meaning,hebrew_strongs_number,greek_label,greek_label_transliterated,greek_label_meaning,greek_strongs_number,label_reference_id,label_type,label-given_by_god,label_notes,person_label_count,label_sequence
Ben-ammi_1_1,Ben-ammi_1,Ben-ammi,בֶּן־עַמִּ֑י,ben amiy,son of my people,"H1121, H5983",Αμμαν υἱὸς,Amman hyiòs,son of Amman,none,GEN 19:38,proper name,,,1,156
Ben-ammi_1_2,Ben-ammi_1,Ammon,עַמּוֹן,amon,my people,H5983,Αμμαν,Amman,,none,GEN 19:38,proper name,,,2,157
Abimelech_1_1,Abimelech_1,Abimelech,אֲבִימֶלֶךְ,aviymelekh,[my] father is king or [my] father is Molech,H40,Αβιμελεχ,Abimelex,,none,GEN 20:2,proper name,,,1,158
Abimelech_1_2,Abimelech_1,King of Gerar,מֶ֣לֶךְ גְּרָ֔ר,melek gərar,king of Gerar (circle or region),"H4428, H1642",βασιλεὺς Γεραρων,basileùs Gerarōn,,none,GEN 20:2,title,,,2,159
the angel of the LORD_1_2,the angel of the LORD_1,the angel of G-d,מַלְאַךְ אֱלֹהִים,maləakh  elohiym,angel of god,"H4397, H430",ἄγγελος τοῦ θεοῦ,ángelos toû theoû,the angel [of] god,"G32, G3588, G2316",GEN 21:17,title,,,2,160
Phicol_1_1,Phicol_1,Phicol,פִּיכֹל,piykhol,,H6369,Φικολ,PHikol,,none,GEN 21:22,proper name,,,1,161
G-d_1_12,G-d_1,Everlasting G-d,אֵ֥ל עוֹלָֽם,el olam,G-d Everlasting,"H410, H5769",Θεὸς αἰώνιος,Theòs aiṓnios,Eternal G-d,"G2316, G166",GEN 21:33,title,Y,,12,162
Uz_2_1,Uz_2,Uz,ע֥וּץ,uts,,H5780,Ωξ,Ox,,none,GEN 22:21,proper name,,,1,163
Buz_1_1,Buz_1,Buz,בּ֣וּז,buz,contempt,H938,Βαυξ,Baux,,none,GEN 22:21,proper name,,,1,164
Kemuel_1_1,Kemuel_1,Kemuel,קְמוּאֵ֖ל,kəmuel,G-d's mound,H7055,Καμουηλ,Kamouēl,,none,GEN 22:21,proper name,,,1,165
Aram_2_1,Aram_2,Aram,אֲרָֽם,aram,,H758,Σύρων,Sýrōn,,G4948,GEN 22:21,proper name,,,1,166
Chesed_1_1,Chesed_1,Chesed,כֶּ֣שֶׂד,kesed,,H3777,Χασαδ,Xasad,,none,GEN 22:22,proper name,,,1,167
Hazo_1_1,Hazo_1,Hazo,חֲז֔וֹ,chazo,,H2375,Αζαυ,Azau,,none,GEN 22:22,proper name,,,1,168
Pildash_1_1,Pildash_1,Pildash,פִּלְדָּ֖שׁ,pilədash,steely; spider,H6394,Φαλδας,PHaldas,,none,GEN 22:22,proper name,,,1,169
Jidlaph_1_1,Jidlaph_1,Jidlaph,יִדְלָ֑ף,yidəlaf,he weeps,H3044,Ιεδλαφ,Iedlaph,,none,GEN 22:22,proper name,,,1,170
Bethuel_1_1,Bethuel_1,Bethuel,בְּתוּאֵֽל,bətuel,man of G-d,H1328a,Βαθουηλ,Bathouēl,,none,GEN 22:22,proper name,,,1,171
Rebekah_1_1,Rebekah_1,Rebekah,רִבְקָ֑ה,rivəqah,[poss.] choice calf,H7259,Ρεβεκκα,Rebekka,,G4479,GEN 22:23,proper name,,,1,172
Reumah_1_1,Reumah_1,Reumah,רְאוּמָה,rəumah,,H7208,Ρεημα,Reēma,,none,GEN 22:24,proper name,,,1,173
Tebah_1_1,Tebah_1,Tebah,טֶ֣בַח,tebah,butcher,H2875,Ταβεκ,Tabek,,none,GEN 22:24,proper name,,,1,174
Gaham_1_1,Gaham_1,Gaham,גַּ֔חַם,gaham,burning brightly,H1514,Γααμ,Gaam,,none,GEN 22:24,proper name,,,1,175
Tahash_1_1,Tahash_1,Tahash,תַּ֖חַשׁ,tachash,species of dolphin,H8477,Τοχος,Toxos,,none,GEN 22:24,proper name,,,1,176
Maacah_1_1,Maacah_1,Maacah,מַעֲכָה,maakhah,"[perhaps] dull, stupid",H4601,Μωχα,Mōxa,,none,GEN 22:24,proper name,,,1,177
Ephron_1_1,Ephron_1,Ephron,עֶפְרוֹן,efəron,gazelle,H6085,Εφρων,Ephrōn,,none,GEN 23:8,proper name,,,1,178
Zohar_1_1,Zohar_1,Zohar,צֹֽחַר,tsochar,"yellowish red, tawny",H6717,Σααρ,Saar,,none,GEN 23:8,proper name,,,1,179
G-d_1_13,G-d_1,G-d of heaven,אֱלֹהֵי הַשָּׁמַיִם,elohey hashamayim,god of heaven,"H430, H8064",θεὸν τοῦ οὐρανοῦ,theòn toû ouranoû,god of heaven,"G2316, G3772",GEN 24:3,title,Y,,13,180
G-d_1_14,G-d_1,G-d of earth,אלֹהֵי הָאָרֶץ,elohey haarets,god of earth,"H430, H776",θεὸν τῆς γῆς,theòn tē̂s gē̂s,god of earth (land),"G2316, G1093",GEN 24:3,title,Y,,14,181
Laban_1_1,Laban_1,Laban,לָבָ֑ן,lavan,white,H3837a,Λαβαν,Laban,,none,GEN 24:29,proper name,,,1,182
Keturah_1_1,Keturah_1,Keturah,קְטוּרָֽה,qəturah,"incense, scented one",H6989,Χεττουρα,Xettoura,,none,GEN 25:1,proper name,,,1,183
Zimran_1_1,Zimran_1,Zimran,זִמְרָן֙,ziməran,,H2175,Ζεμραν,Zemran,,none,GEN 25:2,proper name,,,1,184
Jokshan_1_1,Jokshan_1,Jokshan,יָקְשָׁ֔ן,yaqəshan,,H3370,Ιεξαν,Iexan,,none,GEN 25:2,proper name,,,1,185
Medan_1_1,Medan_1,Medan,מְדָ֖ן,mədan,dissention,H4091,Μαδαν,Madan,,none,GEN 25:2,proper name,,,1,186
Midian_1_1,Midian_1,Midian,מִדְיָ֑ן,midəyan,"quarrel, strife, contention",H4080,Μαδιαμ,Madiam,,G3099,GEN 25:2,proper name,,,1,187
Ishbak_1_1,Ishbak_1,Ishbak,יִשְׁבָּ֖ק,yishəbaq,,H3435,Ιεσβοκ,Iesbok,,none,GEN 25:2,proper name,,,1,188
Shuah_1_1,Shuah_1,Shuah,שֽׁוּחַ,shəuah,"depression, lowland",H7774,Σωυε,Sōye,,none,GEN 25:2,proper name,,,1,189
Sheba_3_1,Sheba_3,Sheba,שְׁבָ֖א,shəvah,seven or oath,H7652,Σαβα,Saba,,none,GEN 25:3,proper name,,,1,190
Dedan_2_1,Dedan_2,Dedan,דְּדָ֑ן,dədan,,H1719,Δαιδαν,Daidan,,none,GEN 25:3,proper name,,,1,191
Asshur_2_1,Asshur_2,Asshur,אַשּׁ֑וּר,ashur,,H805b,Ασσουριιμ,Assouriim,,none,GEN 25:3,proper name,,,1,192
Letush_1_1,Letush_1,Letush,לְטוּשׁ,lətush,sharpened,H3912,Λατουσιιμ,Latousiim,,none,GEN 25:3,proper name,,,1,193
Leum_1_1,Leum_1,Leum,לְאֻם,ləum,,H3817,Λοωμιμ,Loōmim,,none,GEN 25:3,proper name,,,1,194
Ephah_1_1,Ephah_1,Ephah,עֵיפָ֤ה,eyfah,darkness,H5891,Γαιφα,Gaipha,,none,GEN 25:4,proper name,,,1,195
Epher_1_1,Epher_1,Epher,עֵפֶר,efer,[small] gazelle,H6081,Αφερ,Apher,,none,GEN 25:4,proper name,,,1,196
Hanoch_1_1,Hanoch_1,Hanoch,חֲנוֹךְ,chanok,initiated; follower,H2585,Ενωχ,Enōx,,G1802,GEN 25:4,proper name,,,1,197
Abida_1_1,Abida_1,Abida,אֲבִידָע,aviyəda,my father knows,H28,Αβιρα,Abida,,none,GEN 25:4,proper name,,,1,198
Eldaah_1_1,Eldaah_1,Eldaah,אֶלְדָּעָה,elədaah,G-d [El] is [my] desire,H420,Ελραγα,Elraga,,none,GEN 25:4,proper name,,,1,199
Nebaioth_1_1,Nebaioth_1,Nebaioth,נְבָיֹ֔ת,Nəvayot,,H5032,Ναβαιωθ,Nabaiōth,,none,GEN 25:13,proper name,,,1,200
Kedar_1_1,Kedar_1,Kedar,קֵדָר,qedar,mighty,H6938,Κηδαρ,Kēdar,,none,GEN 25:13,proper name,,,1,201
Adbeel_1_1,Adbeel_1,Adbeel,אַדְבְּאֵל,adəbəel,[the] grief of G-d [El],H110,Ναβδεηλ,Nabdeēl,,none,GEN 25:13,proper name,,,1,202
Mibsam_1_1,Mibsam_1,Mibsam,מִבְשָׂם,mibəsam,sweet odor,H4017,Μασσαμ,Massam,,none,GEN 25:13,proper name,,,1,203
Mishma_1_1,Mishma_1,Mishma,מִשְׁמָע,mishəma,rumor,H4927,Μασμα,Masma,,none,GEN 25:14,proper name,,,1,204
Dumah_1_1,Dumah_1,Dumah,דּוּמָה,dumah,silence,H1746,Ιδουμα,Idouma,,none,GEN 25:14,proper name,,,1,205
Massa_1_1,Massa_1,Massa,מַשָּׂא,masa,"burden, oracle",H4854,Μασση,Massē,,none,GEN 25:14,proper name,,,1,206
Hadad_1_1,Hadad_1,Hadad,חֲדַד,hadad,"sharp, fierce",H2301,Χοδδαδ,Xoddad,,none,GEN 25:15,proper name,,,1,207
Tema_1_1,Tema_1,Tema,תֵּימָא,teyma,"on the right [not left] side, hence south country",H8485,Θαιμαν,THaiman,,none,GEN 25:15,proper name,,,1,208
Jetur_1_1,Jetur_1,Jetur,יְט֥וּר,yətur,,H3195,Ιετουρ,Ietour,,none,GEN 25:15,proper name,,,1,209
Naphish_1_1,Naphish_1,Naphish,נָפִ֖ישׁ,nafiysh,refreshed,H5305,Ναφες,Naphes,,none,GEN 25:15,proper name,,,1,210
Kedemah_1_1,Kedemah_1,Kedemah,קֵדְמָה,qedəmah,east,H6929,Κεδμα,Kedma,,none,GEN 25:15,proper name,,,1,211
Esau_1_1,Esau_1,Esau,עֵשָֽׂו,esau,hairy,H6215,Ησαυ,Ēsau,,G2269,GEN 25:25,proper name,,,1,212
Jacob_1_1,Jacob_1,Jacob,יַעֲקֹ֑ב,yaaqov,"follower, replacer, one who follows at the heel",H3290,Ιακωβ,Iakob,,G2384,GEN 25:26,proper name,,,1,213
Esau_1_2,Esau_1,Edom,אֱדֽוֹם,edəom,red,H112b,Εδωμ,Edōm,,none,GEN 25:30,proper name,,,2,214
Abimelech_1_3,Abimelech_1,King of the Philistines,מֶלֶךְ־פְּלִשְׁתִּים,melek pəleishtiym,king of [the] Philistines,"H4428, H6430",βασιλέα Φυλιστιιμ,basiléa Phylistiim,,"G935, none",GEN 26:1,title,,,3,215
Abram_1_3,Abram_1,My servant Abraham,אַבְרָהָם עַבְדִּי,avəraham avədiy,Abraham [my] servant,"H85, H5650",[none],,,,GEN 26:24,title,Y,"Abraham was the first person to be called ""My servant"".  Others include Moses, David, and Messiah.",3,216
Ahuzzath_1_1,Ahuzzath_1,Ahuzzath,אֲחֻזַּת,tuval qayin,possession,H276,Οχοζαθ,Oxozath,,none,GEN 26:26,proper name,,,1,217
Judith_1_1,Judith_1,Judith,יְהוּדִ֔ית,yəhudiyt,,H3067,Ιουδιν,Ioudin,,,GEN 26:34,proper name,,,1,218
Beeri_1_1,Beeri_1,Beeri,בְּאֵרִ֖י,bəeriy,"[my] cistern, well",H882,Βεηρ,Beēr,,,GEN 26:34,proper name,,,1,219
Basemath_1_1,Basemath_1,Basemath,בָּשְׂמַת,basəmat,fragrant,H1315,Βασεμμαθ,Basemmath,,,GEN 26:34,proper name,,,1,220
Elon_1_1,Elon_1,Elon,אֵילֹ֖ן,eylon,species of a mighty tree,H356,Αιλων,Ailōn,,,GEN 26:34,proper name,,,1,221
Mahalath_1_1,Mahalath_1,Mahalath,מָחֲלַ֣ת,machalat,suffering of affliction NIV; sickness or suffering poem JB,H4258,Μαελεθ,Maeleth,,,GEN 28:9,proper name,,,1,222
Rachel_1_1,Rachel_1,Rachel,רָחֵ֣ל,rachel,ewe,H7354,Ραχηλ,Raxēl,,,GEN 29:6,proper name,,,1,223
Leah_1_1,Leah_1,Leah,לֵאָ֔ה,leah,"[poss.] wild-cow; wild cow, gazelle; cow",H3812,Λεια,Leia,,,GEN 29:16,proper name,,,1,224
Zilpah_1_1,Zilpah_1,Zilpah,זִלְפָּ֖ה,ziləpah,short nosed person,H2153,Ζελφαν,Zelphan,,,GEN 29:24,proper name,,,1,225
Bilhah_1_1,Bilhah_1,Bilhah,בִּלְהָ֖ה,biləhah,[perhaps] simplicity or modesty or to be without concern,H1090a,Βαλλαν,Ballan,,,GEN 29:29,proper name,,,1,226
Reuben_1_1,Reuben_1,Reuben,רְאוּבֵ֑ן,rəuven,"see, a son",H7205,Ρουβην,Roubēn,,G4502,GEN 29:32,proper name,,,1,227
Simeon_1_1,Simeon_1,Simeon,שִׁמְעֽוֹן,shiməon,he has heard,H8095,Συμεων,Symeōn,,G4826,GEN 29:33,proper name,,,1,228
Levi_1_1,Levi_1,Levi,לֵוִֽי,levi,,H3878,Λευι,Levi,,G3017,GEN 29:34,proper name,,,1,229
Judah_1_1,Judah_1,Judah,יְהוּדָ֑ה,yəhudah,praised,H3063,Ιουδα,Iouda,,G2492a,GEN 29:35,proper name,,,1,230
Dan_1_1,Dan_1,Dan,דָּֽן,dan,judge,H1835,Δαν,Dan,,none,GEN 30:6,proper name,,,1,231
Naphtali_1_1,Naphtali_1,Naphtali,נַפְתָּלִֽי,nafətaliy,wrestling,H5321,Νεφθαλι,Nephthali,,none,GEN 30:8,proper name,,,1,232
Gad_1_1,Gad_1,Gad,גָּֽד,gad,fortune,H1410,Γαδ,Gad,,G1045,GEN 30:11,proper name,,,1,233
Asher_1_1,Asher_1,Asher,אָשֵֽׁר,asher,Happy One,H836,Ασηρ,Asēr,,G768,GEN 30:13,proper name,,,1,234
Issachar_1_1,Issachar_1,Issachar,יִשָּׂשכָֽר,yisaskar,there is reward,H3485,Ισσαχαρ,Issaxar,,G2466,GEN 30:18,proper name,,,1,235
Zebulun_1_1,Zebulun_1,Zebulun,זְבֻלֽוּן,zəvulun,honor,H2074,Ζαβουλων,Zaboulōn,,G2194,GEN 30:20,proper name,,,1,236
Dinah_1_1,Dinah_1,Dinah,דִּינָֽה,diynah,female judge,H1783,Δινα,Dina,,none,GEN 30:21,proper name,,,1,237
Joseph_1_1,Joseph_1,Joseph,יוֹסֵ֖ף,yosef,he will add,H3130,Ιωσηφ,Iōsēph,,G2501,GEN 30:24,proper name,,,1,238
G-d_1_15,G-d_1,G-d of Bethel,הָאֵל֙ בֵּֽית־אֵ֔ל,hael beyt-el,the G-d of Bethel,"H352, H1008",ὁ θεὸς ὁ ὀφθείς σοι ἐν τόπῳ θεοῦ,o̔ theòs o̔ o̓phtheís soi e̓n tópōͅ theou͂,the G-d who sees you in the passage of G-d,"G2316, G3708, G4771, G1722, G5117, G2316, ",GEN 31:13,title,Y,,15,239
Jacob_1_2,Jacob_1,Israel,יִשְׂרָאֵ֑ל,yisərael,he struggles with G-d [El],H3478,Ισραηλ,Israēl,,G2474,GEN 32:28,proper name,Y,,2,240
Hamor_1_1,Hamor_1,Hamor,חֲמ֛וֹר,chamor,donkey,H2544,Εμμωρ,Emmōr,,,GEN 34:2,proper name,,,1,241
Shechem_1_1,Shechem_1,Shechem,שְׁכֶ֧ם,shəkhem,shoulder,H7927,Συχεμ,Syxem,,,GEN 34:2,proper name,,,1,242
Deborah_1_1,Deborah_1,Deborah,דְּבֹרָה֙,dəvorah,"hornet, wasp, wild honey bee",H1683,Δεββωρα,Debbora,,,GEN 35:8,proper name,,,1,243
Benjamin_1_1,Benjamin_1,Benjamin,בִנְיָמִֽין,binəyamiyn,son of [the] right hand; southerner,H1144,Βενιαμιν,Beniamin,,G958,GEN 35:18,proper name,,,1,244
Benjamin_1_2,Benjamin_1,Ben-oni,בֶּן־אוֹנִ֑י,ben oniy,son of mourning,H1126,Υἱὸς ὀδύνης,Hyiòs odýnēs,Son of sorrow,,GEN 35:18,proper name,,,2,245
Judith_1_2,Judith_1,Oholibamah,אָהֳלִֽיבָמָה֙,ahaliybamah,[my] tent is a high place,H173,Ελιβεμα,Elibema,,,GEN 36:2,proper name,,,2,246
Beeri_1_2,Beeri_1,Anah,עֲנָ֔ה,anah,,H6034,Ανα,Ana,,,GEN 36:2,proper name,,,2,247
Zibeon_1_1,Zibeon_1,Zibeon,צִבְע֖וֹן,tsibəion,hyena,H6649,Σεβεγων,Sebegōn,,,GEN 36:2,proper name,,,1,248
Mahalath_1_2,Mahalath_1,Basemath,בָּ֣שְׂמַ֔ת,basəmat,fragrant,H1315,Βασεμμαθ,Basemmath,,,GEN 36:3,proper name,,,2,249
Basemath_1_2,Basemath_1,Adah,עָדָה,adah,to take away,H5711,Αδα,Ada,,,GEN 36:3,proper name,,,2,250
Eliphaz_1_1,Eliphaz_1,Eliphaz,אֱלִיפָ֑ז,eliyfaz,G-d [El] is fine gold or G-d crushes,H464,Ελιφας,Eliphas,,,GEN 36:4,proper name,,,1,251
Reuel_1_1,Reuel_1,Reuel,רְעוּאֵֽל,rəuel,friend of G-d [El],H7467,Ραγουηλ,Ragouēl,,,GEN 36:4,proper name,,,1,252
Jeush_1_1,Jeush_1,Jeush,יְעוּשׁ,yəiysh,[perhaps] may G-d aid,H3266,Ιεους,Ieous,,,GEN 36:5,proper name,,,1,253
Jalam_1_1,Jalam_1,Jalam,יַעְלָ֖ם,yaəlam,,H3281,Ιεγλομ,Ieglom,,,GEN 36:5,proper name,,,1,254
Korah_1_1,Korah_1,Korah,קֹ֑רַח,qorach,"shaven, bald",H7141,Κορε,Kore,,,GEN 36:5,proper name,,,1,255
Teman_1_1,Teman_1,Teman,תֵּימָ֣ן,teyman,on the right [not left] side,H8487,Θαιμαν,Thaiman,,,GEN 36:11,proper name,,,1,256
Omar_1_1,Omar_1,Omar,אוֹמָ֔ר,omar,speaker,H201,Ωμαρ,Ōmar,,,GEN 36:11,proper name,,,1,257
Zepho_1_1,Zepho_1,Zepho,צְפ֥וֹ,tsəfo,gaze,H6825,Σωφαρ,Sōphar,,,GEN 36:11,proper name,,"In 1CH 1:36, the Hebrew is צְפִי (tsəfiy - Zephi) while Rahlfs' Greek remains Σωφαρ (Sōphar).",1,258
Gatam_1_1,Gatam_1,Gatam,גַּעְתָּם,gaətam,,H1609,Γοθομ,Gothom,,,GEN 36:11,proper name,,,1,259
Kenaz_1_1,Kenaz_1,Kenaz,קְנַז,qənaz,hunting,H7073,Κενεζ,Kenez,,,GEN 36:11,proper name,,,1,260
Timna_1_1,Timna_1,Timna,תִּמְנַע,timəna,"lot, portion",H8555,Θαμνα,Thamna,,,GEN 36:12,proper name,,,1,261
Amalek_1_1,Amalek_1,Amalek,עֲמָלֵ֑ק,amaleq,,H6002,Αμαληκ,Amalēk,,,GEN 36:12,proper name,,יִמַּח שְׁמוֹ,1,262
Nahath_1_1,Nahath_1,Nahath,נַ֥חַת,nachat,descent; [poss.] rest,H5184,Ναχοθ,Naxoth,,,GEN 36:13,proper name,,,1,263
Zerah_1_1,Zerah_1,Zerah,זֶרַח,zerach,"dawning, shining or flashing [red or scarlet] light",H2226,Ζαρε,Zare,,,GEN 36:13,proper name,,,1,264
Shammah_1_1,Shammah_1,Shammah,שַׁמָּ֣ה,shamah,waste,H8048,Σομε,Some,,none,GEN 36:13,proper name,,,1,265
Mizzah_1_1,Mizzah_1,Mizzah,מִזֶּה,mitsah,terror,H4199,Μοζε,Moze,,,GEN 36:13,proper name,,,1,266
Korah_2_1,Korah_2,Korah,קֹ֑רַח,qorach,"shaven, bald",H7141,Κορε,Kore,,,GEN 36:16,proper name,,,1,267
Seir_1_1,Seir_1,Seir,שֵׂעִיר֙,seiyr,"hairy, shaggy",H8165,Σηιρ,Sēir,,,GEN 36:20,proper name,,,1,268
Lotan_1_1,Lotan_1,Lotan,לוֹטָ֥ן,lotan,of Lot,H3877,Λωταν,Lōtan,,,GEN 36:20,proper name,,,1,269
Shobal_1_1,Shobal_1,Shobal,שׁוֹבָל,shobal,basket,H7732,Σωβαλ,Sōbal,,,GEN 36:20,proper name,,,1,270
Zibeon_2_1,Zibeon_2,Zibeon,צִבְע֖וֹן,tsibəion,hyena,H6649,Σεβεγων,Sebegōn,,,GEN 36:20,proper name,,,1,271
Anah_1_1,Anah_1,Anah,עֲנָ֔ה,anah,,H6034,Ανα,Ana,,none,GEN 36:20,proper name,,,1,272
Dishon_1_1,Dishon_1,Dishon,דִּישׁוֹן,diyshon,ibex[?],H1787,Δησων,Dēsōn,,,GEN 36:21,proper name,,,1,273
Ezer_1_1,Ezer_1,Ezer,אֵצֶר,etser,,H687,Ασαρ,Asar,,,GEN 36:21,proper name,,,1,274
Dishan_1_1,Dishan_1,Dishan,דִּישָׁן,diyshan,ibex[?],H1789,Ρισων,Risōn,,,GEN 36:21,proper name,,,1,275
Hori_1_1,Hori_1,Hori,חֹרִ֣י,choriy,cave-dweller,H2752,Χορρι,Xorri,,,GEN 36:22,proper name,,,1,276
Hemam_1_1,Hemam_1,Hemam,הֵימָם,heymam,,H1950,Αιμαν,Aiman,,,GEN 36:22,proper name,,"In 1CH 1:39, the Hebrew is הוֹמָם (homam - Homam) and Rahlfs' Greek remains Αιμαν (Aiman).",1,277
Alvan_1_1,Alvan_1,Alvan,עַלְוָ֥ן,alvan,[poss.] ascending one or tall,H5935,Γωλων,Gōlōn,,,GEN 36:23,proper name,,"In 1CH 1:40, the Hebrew is עַלְיָן (aləyan - Alian) and Rahlfs' Greek has Γωλαμ (Golam).",1,278
Manahath_1_1,Manahath_1,Manahath,מָנַחַת,manachat,resting place,H4506a,Μαναχαθ,Manaxath,,,GEN 36:23,proper name,,,1,279
Ebal_1_1,Ebal_1,Ebal,עֵיבָל,eybal,,H5858a,Γαιβηλ,Gaibēl,,,GEN 36:23,proper name,,,1,280
Shepho_1_1,Shepho_1,Shepho,שְׁפ֖וֹ,shəfo,"[poss.] barren way, empty path",H8195,Σωφ,Sōph,,,GEN 36:23,proper name,,"In 1CH 1:40, the Hebrew is שְׁפִי (shəfiy) Shephi and Rahlfs Greek has Σωβ (Sob) Sob.",1,281
Onam_1_1,Onam_1,Onam,אוֹנָם,onam,"intense, strong",H208,Ωμαν,Ōman,,,GEN 36:23,proper name,,,1,282
Aiah_1_1,Aiah_1,Aiah,אַיָּה,ayah,black kite,H345,Αιε,Aie,,,GEN 36:24,proper name,,,1,283
Dishon_2_1,Dishon_2,Dishon,דִּישׁוֹן,diyshon,ibex[?],H1787,Δησων,Dēsōn,,,GEN 36:25,proper name,,,1,284
Hemdan_1_1,Hemdan_1,Hemdan,חֶמְדָּ֥ן,chemədan,desirable,H2533,Αμαδα,Amada,,,GEN 36:26,proper name,,"In 1CH 1:41, the Hebrew is חַמְרָן (chaməran) Hamran and the Greek of Rahlfs is Εμερων (Emerōn).",1,285
Eshban_1_1,Eshban_1,Eshban,אֶשְׁבָּן,eshəban,man of understanding,H790,Ασβαν,Asban,,,GEN 36:26,proper name,,,1,286
Ithran_1_1,Ithran_1,Ithran,יִתְרָן,yitəran,"what is over, profit; excellent",H3506,Ιεθραν,Iethran,,,GEN 36:26,proper name,,,1,287
Cheran_1_1,Cheran_1,Cheran,כְּרָן,kəran,,H3763,Χαρραν,Xarran,,,GEN 36:26,proper name,,,1,288
Bilhan_1_1,Bilhan_1,Bilhan,בִּלְהָ֥ן,biləhan,foolish,H1092,Βαλααν,Balaan,,,GEN 36:27,proper name,,,1,289
Zaavan_1_1,Zaavan_1,Zaavan,זַעֲוָן,zaəvan,"[poss.] trembling, terror",H2190,Ζουκαμ,Zoukam,,,GEN 36:27,proper name,,,1,290
Akan_1_1,Akan_1,Akan,עֲקָן,aqan,,H6130,Ουκαν,Oukan,,,GEN 36:27,proper name,,"In 1CH 1:42, the Hebrew is יַעֲקָן (yaaqan) Jaakan and the Rahlfs Greek is Ιωκαν (Iōkan).",1,291
Uz_3_1,Uz_3,Uz,ע֥וּץ,uts,,H5780,Ως,Oz,,,GEN 36:28,proper name,,,1,292
Aran_1_1,Aran_1,Aran,אֲרָן,aəran,wild goat,H765,Αραμ,Aram,,,GEN 36:28,proper name,,,1,293
Bela_1_1,Bela_1,Bela,בֶּ֖לַע,bela,"swallower, devourer",H1106a,Βαλακ,Balak,,,GEN 36:32,proper name,,,1,294
Beor_1_1,Beor_1,Beor,בְּע֑וֹר,Bəor,[perhaps] a burning,H1160,Βεωρ,Beor,,,GEN 36:32,proper name,,,1,295
Jobab_2_1,Jobab_2,Jobab,יוֹבָב,yovav,howl,H3103,Ιωβαβ,Iobab,,,GEN 36:33,proper name,,,1,296
Zerah_2_1,Zerah_2,Zerah,זֶרַח,zerach,"awning, shining or flashing [red or scarlet] light",H2226,Ζαρα,Zara,,,GEN 36:33,proper name,,,1,297
Husham_1_1,Husham_1,Husham,חֻשָׁ֖ם,husham,,H2367,Ασομ,Asom,,,GEN 36:34,proper name,,,1,298
Hadad_2_1,Hadad_2,Hadad,הֲדַ֣ד,hadad,thunderer,H1908,Αδαδ,Adad,,,GEN 36:35,proper name,,,1,299
Bedad_1_1,Bedad_1,Bedad,הֲדַ֣ד,bedad,solitary,H0911,Βαραδ,Barad,,,GEN 36:35,proper name,,,1,300
Samlah_1_1,Samlah_1,Samlah,שַׂמְלָ֖ה,saməlah,,H8072,Σαμαλα,Samala,,,GEN 36:36,proper name,,,1,301
Shaul_1_1,Shaul_1,Shaul,שָׁא֑וּל,shaul,"asked, [poss.] dedicated to G-d",H7586,Σαουλ,Saoul,,,GEN 36:37,proper name,,,1,302
Baal-hanan_1_1,Baal-hanan_1,Baal-hanan,בַּ֥עַל חָנָ֖ן,baal hanan,Baal is gracious,H1177,Βαλαεννων,Balaennōn,,,GEN 36:38,proper name,,,1,303
Achbor_1_1,Achbor_1,Achbor,עַכְבּֽוֹר,akəbəor,mouse or jerboa,H5907,Αχοβωρ,Axobōr,,,GEN 36:38,proper name,,,1,304
Hadar_1_1,Hadar_1,Hadar,הֲדַ֔ר,hadar,,H1924,Αραδ,Arad,,,GEN 36:39,proper name,,"In 1CH 1:50, the Hebrew is הֲדַ֔ד (hadad) Hadad, in Rahlfs (1CH 1:51) the Greek is Αδαδ (Adad).",1,305
Mehetabel_1_1,Mehetabel_1,Mehetabel,מְהֵֽיטַבְאֵל֙,məhaytavəel,G-d [El] does good,H4105,Μαιτεβεηλ,Maitebeēl,,,GEN 36:39,proper name,,,1,306
Matred_1_1,Matred_1,Matred,מַטְרֵ֔ד,matəred,[perhaps] spear,H4308,Ματραιθ,Matraith,,,GEN 36:39,proper name,,,1,307
Mezahab_1_1,Mezahab_1,Mezahab,מֵ֥י זָהָֽב,mey zahav,what gold,H4314,Μαιζοοβ,Maizoob,,,GEN 36:39,proper name,,,1,308
Timna_2_1,Timna_2,Timna,תִּמְנָ֛ע,timəna,"lot, portion",H8555,Θαμνα,Thamna,,,GEN 36:40,proper name,,,1,309
Alvah_1_1,Alvah_1,Alvah,עַֽלְוָ֖ה,aləvah,,H5933,Γωλα,Gōla,,,GEN 36:40,proper name,,"In 1CH 1:51, the Hebrew has עַלְיָה (aləyah) a possible scribal error confusing י (y) and ו (v). The Rahlfs Greek of 1CH 1:51 matches GEN 36:40.",1,310
Jetheth_1_1,Jetheth_1,Jetheth,יְתֵֽת,yətet,,H3509,Ιεθερ,Iether,,,GEN 36:40,proper name,,,1,311
Oholibamah_1_1,Oholibamah_1,Oholibamah,אָהֳלִֽיבָמָה֙,ahaliybamah,[my] tent is a high place,H173,Ελιβεμας,Elibemas,,,GEN 36:41,proper name,,,1,312
Elah_1_1,Elah_1,Elah,אֵלָ֖ה,elah,species of a mighty tree,H425,Ηλας,Ēlas,,,GEN 36:41,proper name,,,1,313
Pinon_1_1,Pinon_1,Pinon,פִּינֹֽן,piynon,darkness [name related to famous copper mines],H6373,Φινων,PHinōn,,,GEN 36:41,proper name,,,1,314
